person_uuid,age_group,sex,occupation,district,kure_probe_text_length
453c68dd60ff46a88ca576b688c33922,20대,여자,무직,마포구,76
453cebc789ba4ae8a736dd2a2f006307,30대,남자,그 외 종이제품 생산기 조작원,거제시,76
453fc6dd87784427bf785fde0331fedc,10대,여자,무직,용인시 기흥구,81
4540126552064243b3567f8b8524c548,30대,남자,일식 조리사,홍성군,105
4540c052a0164eeead300416f1631023,20대,남자,건물 경비원,남구,98
4544e7b5b99b439b8cd543fec532a403,20대,여자,무직,군포시,106
45453a6bd1d340279c60959a2ff25958,30대,여자,관리 비서,용인시 처인구,77
45470af7882f489cb832b269dccea79e,30대,남자,무직,용인시 처인구,83
4548016d82834265b20bf5c580623f8d,10대,남자,한식 조리사,충주시,74
4548a6eb219a489697d3abf8d79bf9a0,20대,남자,무직,서구,78
454939a1184b43bb8203a4190b3bf283,30대,여자,미디어 콘텐츠 창작자,제주시,85
454af079cf784fb48b7dd7c941733c59,30대,남자,청소년 지도사,화성시,76
454b12fa1b2e4091b8ba035037a38971,30대,여자,무직,달서구,83
454ed607d827480db225afb8d3a0c921,10대,여자,무직,연수구,78
45513d68734f41e78e341464903c3b93,20대,여자,미용사,화성시,72
45549b31ada2436ea1ff583aaf4d26a3,30대,여자,화장품 판매원,익산시,66
45583d4ad12e4bd8821fc0010f9f54e0,30대,남자,"전직 영업 관리 사무원, 현재 구직중",서구,66
4558e90d6a904185b69e6ee43e0cdcef,20대,남자,무직,군포시,77
455969cdc72041b191d6be978aa3d4eb,30대,남자,전기 용접원,울주군,73
45597e7c5eac49dea4de1549f18dfeed,10대,여자,무직,동대문구,66
455adb4b7ad746eeb24b90508ad7de3a,30대,남자,신차 영업원,남양주시,95
455b9ba1a3c348f3b33edd28ba4804e2,10대,남자,시설 경비원,부평구,83
455c233e2b95483eb7f2b770d126ae67,30대,여자,판매 사무원,광주시,110
455cc23c6505471699583373eecd12db,10대,남자,무직,거창군,65
4560f8bfb5fd417fb59798afea62f64a,20대,남자,지방행정 사무원,미추홀구,95
45619dd6f6ef4c3aaba0da8f010af8f1,20대,남자,육군 장교,무안군,90
4562aa14b79f4318869d02f39836eaa9,30대,여자,무직,부천시 소사구,89
4563192855184f95a18ab08324ffe800,30대,남자,광고 전문가,서구,75
456495aaba134901a7001c29bbcbe7d2,20대,여자,공작기계 설치 및 정비원,남양주시,84
4564e11dce1d4f898ada9f1523046c9d,20대,여자,학습지 방문강사,용인시 처인구,66
4565323b0fa042f780e224abb4d52968,20대,남자,행사 및 홍보 도우미,천안시 서북구,77
45657ad21b7f43f1837b2abafb141e84,30대,남자,생산관리 사무원,구로구,79
4566de82d088458ebfe1332e7dc3fa33,30대,남자,공공행정 전문가,용인시 수지구,95
4567377dbe36493e9bcf0b119053fd5c,20대,여자,사무 보조원,용인시 기흥구,84
4567cdce8e16448c8798dd1b5e125462,30대,남자,정육가공원,화성시,83
456d1083057e43db8953178f9ed07152,20대,여자,건물 경비원,부천시 원미구,82
4570857ba9cd4921bd35c1e4f7af28c9,30대,남자,"전직 경영 기획 사무원, 현재 구직중",강동구,73
457325abd70f4169ab27d6d5588aea8e,30대,여자,무직,남구,102
457421207f1b4f6daae05ac79d823df4,30대,여자,경리 사무원,양양군,73
4574fa71f473430d8267c02d2f4e6910,10대,남자,무직,수원시 팔달구,75
4575c6b3abad4ff08c49a4415f8685c9,10대,여자,무직,서구,74
4575e6584c864af4a7e912bbee303e37,10대,여자,무직,진주시,91
45761cb8f4554a3ab92fa19f09f9ec82,20대,남자,콘크리트 타설원,북구,62
4576318e361043ad92f1f24c609e6195,30대,남자,그 외 데이터 및 네트워크 관련 전문가,창원시 성산구,77
45768ac2f24d4af8853d2a9a3ae1612b,20대,남자,사무 보조원,화성시,72
457a23faca234c12994756b87a2c709e,20대,남자,무대 및 세트 디자이너,청주시 서원구,92
457c6091ed874cd28b2823eb02e94fa3,30대,여자,무직,북구,76
457ccebba4c6422096e41f214b3ff1b7,10대,남자,무직,중구,81
457e1ca31d4f48a087e3506919a374b5,20대,남자,품질 관리 사무원,사천시,92
457f246f47f84618a2639a27570be7ac,30대,여자,시설 경비원,화순군,76
458267fab44845eba6c6df1e6a6e0a44,20대,남자,경리 사무원,옥천군,62
458320b330ba4cd58bc937da51227393,30대,여자,그 외 정보 통신기기 설치 및 수리원,북구,77
4583b06951284041b22f7d92337f626b,10대,남자,무직,광양시,80
4587419e01624865b3226fec3e1cc98f,30대,여자,경리 사무원,영등포구,90
4587d384f6914f3884f2e6d5943bd68d,30대,여자,의무 기록사,강북구,76
458935ef103343199b637ba2897cb023,20대,여자,무직,중랑구,98
458bf52e3e464fad87d82a6a5fac6768,10대,남자,무직,포천시,79
458eb4b9442e4e94b462f09873bab440,30대,여자,무직,용인시 기흥구,76
458f498953e543db8432429e4261eb50,30대,여자,디지털인쇄기 조작원,도봉구,94
4590de59fb3d42908ab9cf1c62be06af,30대,여자,무직,구로구,91
459361df654f4021a251827495904498,30대,여자,무직,보령시,63
45940ae0ca2442628ba06737eb316be1,30대,남자,플라스틱 사출기 조작원,사하구,82
4594ae3a6f434910885d9a167bb4785c,20대,남자,품질 관리 사무원,전주시 완산구,100
4595d1c4b6264ae69fb0e464d2d807e8,30대,여자,무직,중랑구,73
459642f0f2ef4b17aeb099ea4b3c8ede,10대,남자,무직,경산시,80
459687e9e1e84c938ad60999ba0e40df,30대,남자,생산관리 사무원,청주시 상당구,91
45991e7132a54fc8844a06aaf1eb3832,20대,여자,무직,광진구,77
459b0786c0e64ef3abbf8c093eee7430,20대,남자,무직,성남시 분당구,102
459b7ada5f4d4bd69bb6499a6245f7ae,20대,여자,무직,강동구,74
459bcb87d9e145b6b4740f6f7219fd71,30대,여자,일반 비서,평택시,82
459d6d09edb74798896ca74784f093fe,20대,남자,"전직 영업 관리 사무원, 현재 구직중",파주시,86
459fca3cc1d64c908c45819b6b39b8a6,30대,여자,석유 및 천연가스 정제 장치 조작원,고양시 일산동구,90
45a023594b2243ee965dcbaf81b57d9c,20대,남자,무직,안성시,78
45a183e5425a42978775fe5c7e13fc49,30대,남자,무직,춘천시,93
45a3f07771754fa5a480bf3d8fc8378a,10대,남자,무직,노원구,83
45a81601a196461f90ec32c711a184af,20대,남자,무직,경주시,79
45a88134080141c8997a275c8af176f1,30대,남자,통계 사무원,서구,81
45a8ea005139485d98a25353f9e359f6,30대,여자,그 외 일반 영업원,강서구,88
45a95e20f8b7470b84f4bdda010a139f,10대,남자,무직,김제시,81
45ae0865a02849c0a8573e0a6a928098,20대,남자,그 외 서비스 관련 단순 종사원,마포구,116
45af272e0e4d44f4b6f2af0a859b87bf,20대,여자,무직,성남시 분당구,88
45b037f4ba154deeae29ef3be3375992,30대,남자,그 외 금속·재료 공학 기술자 및 연구원,동구,97
45b109c674d04bfa8bfd7e61de53d3fb,30대,남자,자재 관리 사무원,부천시 원미구,94
45b14399bf624a5d84a2a65285871dc4,20대,남자,무직,관악구,86
45b2c6f7c55e4133bf5225262fd62775,30대,여자,한식 조리사,김천시,71
45b420411a4e4791bff62a4561289f69,20대,여자,범용 소프트웨어 프로그래머,양주시,71
45b435c4b5e74d328bce2e27d89bec21,30대,남자,생산관리 사무원,김포시,75
45b48bdbe92b4866bd2835ead9921757,10대,남자,무직,해운대구,83
45b4a69429be47fe96582879a303cb6a,30대,남자,산불 감시원,시흥시,79
45b4b56a73f24576824affcdb05eb622,30대,남자,식품공학 기술자 및 연구원,청주시 청원구,74
45b4d3a31d8e448597f49ff35c3b3a5a,10대,여자,무직,강북구,77
45b559971a0e44ddb7fb8e5e5a0b2225,20대,여자,무직,중랑구,79
45b61925a68b40459ef8af7321bf64ad,30대,남자,데이터 설계 및 프로그래머,춘천시,81
45b71bb875a046be8e54875d0a84a1ab,20대,남자,생산관리 사무원,성동구,93
45b83b94676e473584190e8659b64e86,20대,여자,사회복지사,창원시 의창구,73
45b8bffa771142c88db83410dc8d8d11,20대,여자,메이크업 아티스트,미추홀구,63
45bdaec18ca74d0b89775b826c623956,20대,남자,광고 전문가,성남시 분당구,92
45bf608aea4140baa27357eca7e0be96,20대,남자,무직,광산구,86
45bfa6c6040f4476a25a548023970165,10대,남자,무직,충주시,73
45c1537671c34fb2886e0eef4f5f176a,20대,남자,금형공학 기술자 및 연구원,울주군,77
45c3f08419c54aed8f50c614edab4a41,20대,남자,무직,북구,86
45c58b31377444e38fcc4177e78f316c,20대,여자,공공행정 사무원,포천시,86
45c6ba8f91b8407d8d8dd26e8c832078,10대,여자,무직,봉화군,78
45c8d3ac89d14622b8b77bca4be03b7b,10대,남자,무직,송파구,75
45d04ddcfc054bd39199bbb3d42d514e,20대,남자,"전직 건물 경비원, 현재 구직중",군산시,93
45d120f546a1408ab5fbd81691a4d639,20대,남자,119 구조대원,남양주시,70
45d1b84043474d1c9ee0542ba2b2cfb4,10대,여자,무직,송파구,84
45d33cbdef4041f89b86bc5cddf31dc4,10대,남자,무직,수원시 영통구,82
45d3c92a746c4626b2a32916b8f0e1ac,20대,남자,그 외 기계공학 기술자 및 연구원,수원시 영통구,81
45d4338d24c741e28fcaec16bfbdb0bd,30대,여자,바텐더,화성시,89
45d4912d56164e8e9d930dd9d7877c20,20대,여자,무직,의정부시,88
45d6b76240d84138823864ff973f9a3e,10대,남자,무직,대덕구,66
45d7750154974bc4926168d8117796bf,10대,여자,무직,동구,99
45d809361d1b42a48a6ef00861faf74e,30대,여자,산업용로봇 조작원,남구,72
45d8e147fa16414bb2238beaf8d1f108,30대,남자,화학 연구원,서산시,78
45db9734e4a64064a4601e92d01a85c1,30대,남자,구급 요원,강서구,72
45dbfeefbcb244e2aaf201d9729848b8,20대,여자,무직,용인시 처인구,79
45ddcace9abf4b10a20f479a56713276,30대,남자,경영 컨설턴트,완주군,87
45de380e7f7f4746a0a4bbb30e7ffedf,30대,여자,언어재활사,은평구,85
45dea122555c47f8b04581d4cd95f472,20대,여자,웹 운영자,도봉구,75
45deddbe61aa4914b23f1e79432e9583,20대,남자,무직,천안시 서북구,91
45e3b2536c2f4a35a04bf502e564845c,20대,여자,학습지 방문강사,제주시,88
45e6aae7ca6041798873b4f1ac3147ae,30대,여자,무직,남구,74
45e7206f60e1403aa6c5e94675eca93c,10대,남자,무직,마포구,64
45e76c22830b44dbb24a973fdfa0d4b4,30대,남자,병무행정 사무원,제천시,89
45e7768e9cbf433eacab15a0db0890c3,20대,여자,신발 및 액세서리 판매원,중랑구,75
45e88e4b8a1f44ddb427893a0cd58bae,20대,남자,그 외 자동차 부품 조립원,양산시,87
45e8b8bd601544e6b1b98accf0e1f313,20대,여자,무직,시흥시,68
45e8c7a3536f44669e98c539e041812e,30대,남자,사무 보조원,광진구,109
45eb760d710b4198a7673341df06ca0a,20대,남자,대형 화물차 운전원,계양구,76
45ee17165df14f37a28fe98a9669c062,10대,남자,무직,서귀포시,80
45efb449ac644796a8f96b5348e6ac9d,20대,남자,중형 화물차 운전원,강동구,84
45f1172ea9264d3bb3a2fef26d83badc,30대,남자,전기 용접원,구미시,80
45f24d21c83143c88b30a32bc18e055b,30대,여자,주차 관리원,강동구,76
45f2b2abaffe4802bc04127d6847abe2,20대,여자,무직,양천구,82
45f357e4b27f48b8977108f302234cda,20대,여자,무직,유성구,69
45f3c88c6c2d402aa28ee203009635b3,20대,남자,무직,강서구,70
45f409ae996a4e0485de0c8d78939d12,10대,여자,무직,광양시,75
45f44fb9459242ea8376dd57178f9d11,30대,여자,유치원 교사,광명시,57
45f6c79ce7c44c9aab8023d9f02baa6e,20대,남자,무직,서구,65
45f6e17c1fa647ef936cc294e71efaf7,20대,남자,영업 관리 사무원,중구,77
45f6fcde1b004a70bd3265d1caa25669,10대,여자,무직,거제시,83
45f8d10169a746cdbe03a74f6812376e,20대,여자,무직,시흥시,97
45fa8e820689451cbb9127f48d39264b,20대,여자,경리 사무원,충주시,77
45fc680a3d77493799fbd99a3823a985,10대,여자,무직,송파구,72
45fe5d65a5634c0eb6d781f97ecfd921,10대,여자,무직,의왕시,93
45ff794a1bb04b80afdfd30af23aaeed,20대,남자,"전직 건물 경비원, 현재 구직중",중구,72
460293432abf483d9ff141be5147293f,20대,남자,멀티미디어 디자이너,군산시,82
4602cdc4843b4f60aa51c27077ac05ea,20대,여자,산후조리 종사원,송파구,77
4602d3b1fa9c428295810da2cd77b543,10대,여자,무직,양평군,85
46036021c38246ddb8315026217cd116,20대,여자,조세행정 사무원,화성시,75
460516dbbff84d939bd4206f9f2650bd,30대,여자,부동산 감정 전문가,은평구,86
4605dba1f22748b98522370b65c307f8,30대,여자,드릴링기 및 보링기 조작원,서구,94
4607441697ff42f09ad6d9e60f2f9c36,20대,여자,무직,오산시,82
4608bee473e84bfab35faa2c08937b27,20대,남자,그 외 전기·전자기기 설치 및 수리원,창원시 성산구,77
460a87a7a69147bfb09c704299c1f3a2,30대,여자,유치원 교사,전주시 덕진구,67
460a8b2d40764714af8897db26cd187f,20대,남자,철도운송 관련 종사원,북구,78
460befe6ba814618bfab25eb7d6a3f72,20대,남자,일반 비서,금천구,88
460f130ed09745d9a642bcb0559519f5,30대,남자,공공행정 전문가,화성시,92
460f8f6f3d5f4dc7b57c0ffd552de52f,20대,여자,여행 사무원,서구,104
460fbfdd528948ceaecaae69074075cf,20대,여자,부동산 감정 전문가,중구,65
46105cf83dd8461392d48a139270a963,30대,여자,무직,제천시,81
4610825f222e463a8d798857070ade98,10대,남자,무직,구로구,64
4616c51ac6d64e17ba555d9d89431e4c,10대,남자,무직,시흥시,103
46170d1d0b0a435fa59cc90dac72663a,30대,여자,무직,성북구,76
461715549f6b4734bce5d23a4a34fb5a,20대,남자,모바일 애플리케이션 프로그래머,서귀포시,69
461b39386411463c91ce00da3dde97e0,10대,남자,무직,기장군,95
461b8346a15443379703b6c9432e367c,30대,남자,그 외 일반 영업원,연수구,94
461cbbf0913a4271a3a25b464c1f49d6,30대,남자,그 외 교육 전문가,성남시 분당구,90
461e562a9bf744ae83636306bac5a118,20대,남자,예약 및 접수 사무원,경주시,92
461e6a9e7af9484190e22d3e64a77ff5,10대,여자,무직,거제시,71
461e7b0a8e524a53bd3b1210c899c1ab,20대,남자,무직,광산구,82
4621d0ad32324b89bd84053fdd3af188,30대,남자,육군 부사관,노원구,73
4622f7ff4d9f4e38b3c970d2d4912941,20대,남자,전화 상담원,파주시,80
46230aecab20440d982e74f22a2f58ae,10대,남자,무직,서대문구,83
46232299d847485483dceb6e1ec322b2,10대,남자,무직,유성구,72
46237f9f417a46c58687d7e2585a69e7,10대,남자,무직,서대문구,90
4624ac8f99fc48b0b1dcc6da6e544401,20대,남자,시설 경비원,구리시,67
46260c114b714a55ad902748089e1239,20대,남자,그 외 전기공학 기술자 및 연구원,익산시,94
46292060a4944546b8ba8e1d9c0ba5db,30대,여자,교육 및 훈련 사무원,해운대구,87
462a9ed924664ae28b9f7ddfea887a54,30대,여자,반도체공학 기술자 및 연구원,청주시 흥덕구,90
462b1fa0f2304bc5a6090a4175ec60a3,30대,남자,건물 경비원,울진군,107
462db98169184aec9e5c0842a036addc,20대,여자,무직,세종시,68
462e25cea4154d978ca27bef1f642e68,30대,여자,경·소형 화물차 운전원,천안시 서북구,69
46314340027b42689b69466c6460391f,30대,여자,웹 운영자,부천시 소사구,92
4634026840fb4c48ac69aa1912dcacba,20대,남자,전기계측 제어 기술자 및 연구원,미추홀구,88
4634df6bca5e4c58af766c0476b166b2,20대,여자,무직,북구,65
4634e9f62a3e468c8618d93e1e65f218,10대,남자,전화 상담원,은평구,95
4637fcc3c0ee47e493e4037a69cf02b0,20대,여자,경리 사무원,안산시 상록구,93
4638d21057eb4fb0a9bfdc8f9ac9ef03,20대,남자,무직,부평구,71
46398e19b7644714ac10cfbd40b0006e,20대,여자,무직,구례군,77
463ab1950efa43a4abccd684be293078,10대,남자,무직,진도군,70
463ceb4ba35346568d93ccf67c7d34a1,20대,남자,육군 병사,서구,86
463efd9555b240719ce3dfbc5b49e0ec,30대,남자,우편집배원,동대문구,67
4643f635fc5a4fd6a79c85779b033b8f,20대,남자,산업용로봇 조작원,진주시,92
4645425e22e04d1797beb58e2bf822ec,30대,남자,국가행정 사무원,무안군,84
46459eaf9f4c4a56a17c3838abe7c766,20대,여자,무직,과천시,89
4645bf4eb3e24f4eb00d8054fcbef372,30대,남자,온라인 쇼핑 판매원,고양시 덕양구,86
46470b5c79484380a95187a8085f57b7,20대,남자,무직,관악구,81
4647a1d7f0e445f09c2b27fcb5514c1e,30대,여자,무직,동대문구,93
4647ac70b9264313865fa976912a2bcc,20대,여자,일반 간호사,동래구,89
46492a80f2834f86bed17a2a7c93d6b5,30대,여자,무직,김해시,89
464af5851e3d49aea391b5d77f249a76,20대,여자,무직,광주시,88
464c39a91a114aedba3d689f514ae1ea,20대,남자,산업 안전원,속초시,67
464c9ec746cc4c3396d24b3638551c08,10대,여자,무직,강서구,78
464d997fa8bb4a88b779f19cd94e7758,20대,여자,무직,연수구,81
464e203e76db4cd99db40134dbcf385a,10대,여자,무직,남구,93
4651840485434537873a833ae0de8e0b,30대,남자,데이터 관리 및 운영자,금천구,75
4651c52fa7ea4c55932ab0287c92e30a,30대,남자,건물 경비원,노원구,65
465259a571c24efa98fbad701c228858,30대,남자,법무사,의정부시,90
4652dbb9aafc4a9e9e80de218d088820,20대,남자,소규모 상점 경영자,군산시,72
4654150c72774fd39f158b4bb36fd64c,20대,여자,일반 비서,광진구,84
46574a9c7aa049f5861f4ea3514c655d,20대,여자,무직,화천군,98
465891485b2c48e18755d607554d9af3,20대,남자,무직,사하구,74
4658f55774a4494db6fd99cf6b42e34e,30대,여자,무직,서산시,84
4659fb6984104bbbb7eda830f1af07ba,20대,남자,상품 기획자,동구,86
465a2ad5cee745819004bcaceb81cba8,20대,남자,자재 관리 사무원,천안시 서북구,92
465b2af7aac54884a572bf8b12b9fbf4,30대,남자,회계 사무원,전주시 덕진구,88
465c89d0092742cd8d12270590568cac,20대,남자,시스템 소프트웨어 프로그래머,화성시,76
465e1b4efbc243318768a7f92b3083a8,10대,여자,무직,사하구,73
465ea33ed27c4a42ad365cc66b544613,10대,남자,무직,관악구,88
465f1ed8d10f48ff910814c074096db6,30대,남자,무직,광주시,96
465f1fd8a96647fd9dba2f99dc969ec8,20대,여자,전화 상담원,김천시,103
465f8ca5b88c491cb9bcec94e546b6e8,20대,남자,무직,서대문구,100
46628a3c78c945f884caefa9ad7aafbb,10대,여자,무직,청주시 서원구,97
46632699c4624fccad11da6161de7cbb,20대,여자,무직,남구,85
466335facf9a4592a68bb0e946309c41,30대,남자,수학 및 통계학 연구원,유성구,94
46652bde9efd413fa0bfa547dd049001,30대,남자,건물 경비원,은평구,89
46682e5cc09e4f5f9a48343277f4e93a,20대,여자,무직,영등포구,84
4669962e2fcf4c50aad7dbbeda7b3be5,20대,여자,무직,김해시,79
466a013b5dea45b9a0bd30786accf5c0,30대,여자,전화 상담원,아산시,95
466a753a6cb24ecdabf86d92d2eff49e,20대,남자,"전직 금형원, 현재 구직중",성동구,74
466a821bbf594b9a9563a8ae6b4e5837,10대,여자,무직,양주시,77
466b54ba343a444eb880f7020c01a866,30대,남자,관광버스 운전원,천안시 서북구,94
466dca36447348909804ae261970fbbf,20대,남자,강구조물 건립원,영등포구,83
466e0cbde9d2469d8967d5a95e45abbf,10대,남자,무직,함안군,85
466e215fa98941048c38fcaff0763895,20대,여자,무직,용인시 기흥구,69
466f8852007b492d8a0160e95c53e905,20대,남자,자재 관리 사무원,강북구,69
467008ec60b444b39ceab340ffbd42b2,20대,남자,쓰레기 수거원,해남군,67
467145ea21584ecf9d6846a086e701e2,20대,여자,경리 사무원,강진군,84
467443a0a9bf4c7fb536591620112d88,20대,남자,무직,달서구,70
4674d7f8708d423ca4cdc3631891fa3f,20대,남자,사회복지사,남동구,89
4675fd84516e4a2c886901d0c85231b4,10대,남자,무직,북구,81
46765010edeb4763adabe9bee881397c,30대,남자,그 외 데이터 및 네트워크 관련 전문가,강릉시,84
4677411f0cb746b6adf4ac03b2e47612,20대,여자,무직,남동구,77
467756c4c5ef4cd3b3d57a67a18b2d55,20대,남자,일반 비서,서산시,71
4677a7a89e99479c92d1f4ef4566b64f,20대,남자,인쇄 관련 기능 종사원,제주시,58
4677a95e10c1439684ab29d5ec38d18c,30대,남자,전자 부품 제조 기계 조작원,달서구,77
4677f15b7953440a85aee876585e6fdc,30대,남자,품질 관리 사무원,괴산군,82
4677fb3b406c4b8c9b7d8f5e6a6bc9a7,20대,남자,그 외 화물차 및 특수차 운전원,광명시,95
467af7b0b09946819f3b87acfdbefaa2,30대,여자,농업 시험원,순천시,86
467b76688a24408bb20058a06ccbd01e,20대,남자,무직,포천시,69
467bd22b00af416082c44f554310efa1,20대,남자,그 외 택배원,해운대구,80
467d34b637cd4067a36c4ba0684700f9,30대,남자,"전직 이벤트 전문가, 현재 구직중",동구,86
467db269dbc8480ead52d6257c6cb043,20대,여자,무직,군포시,106
467e41909f444f099736b07df4794967,20대,여자,병무행정 사무원,동작구,86
467e7c6aa0bb4fbc8dc1948e03e0c75f,10대,남자,무직,고양시 덕양구,74
467ec185386d4714b89e3fe2c61cd361,20대,남자,지게차 운전원,서구,62
467ee538bf744abd855d5bb4f23053f9,20대,여자,무직,강동구,81
467f1139fbcd4801b27f26d8b230a8da,20대,남자,전기 부품 제조 기계 조작원,화성시,73
46816e855f4542359470a2784fe6cae5,20대,남자,양식 조리사,용인시 기흥구,74
468283648b174affb0125e2a9cbdedcc,20대,여자,일반 비서,북구,74
4683365a03a241469edd2a218bd20e98,30대,여자,위험 관리원,화성시,82
468569a5593c4f11a4540eea03ad9311,30대,여자,무직,평택시,97
4686489ed1bb46698be1a85c6d1655b1,30대,남자,"전직 보험 사무원, 현재 구직중",동구,88
46870a99d4c54991a115209fbce4ee30,30대,남자,자재 관리 사무원,해운대구,84
468b89ca2b3b44e9aebd245739b04d68,10대,남자,주방장,춘천시,87
468c9f27aa9d4c78bec03acb52606946,10대,남자,무직,양평군,89
468e87e50cf249efaff13aa68e296b97,10대,여자,무직,북구,110
468faadeea64425bab6382dd616eeb07,20대,남자,무직,양천구,87
46904317f73a44f8b165b15bef24e25d,30대,남자,품질 관리 사무원,남동구,78
469091c01eb84160b71c02b91975b9ec,20대,여자,학습지 방문강사,광산구,64
46924ac6897246a0a0c307de49572a73,20대,남자,무직,성남시 분당구,72
4692c7076a9c4b13a96c9f5c837f4d4a,20대,남자,스포츠 매니저,강남구,72
46938cc14cea40f48b4d4c8fb9da2f2d,20대,여자,음료 서비스 종사원,고양시 덕양구,75
4693d9cae03849808287cc52538cb637,20대,여자,무직,수원시 권선구,100
4694104ead554c0eaf9bd9959e87e5ec,20대,여자,무직,평택시,94
4696cd4119594446a2b61a9083f2b003,30대,여자,무직,서구,88
469e187bd7d14c6dabcbf6b38b349c75,20대,남자,금융 관리자,성동구,96
469f75b569a648f59224e527f7aa47e8,20대,남자,그 외 정육가공 및 도축 관련 종사원,거제시,85
46a1be03af2c44379eb380467512f095,20대,남자,전화 상담원,사천시,76
46a54f34fbfc4412ad8ce962ed2de83d,30대,남자,건물 경비원,평택시,83
46a806432f774c8187b9a7f164cbef24,30대,여자,용접기 조작원,남양주시,83
46a84bc818834d698c36d12fbd4967f3,10대,여자,무직,고양시 덕양구,78
46ac08df58b14816a3e88dff67eb294d,10대,여자,무직,시흥시,84
46ad70ded70c4d9695bd07a3a01fca0a,30대,남자,사무 보조원,양평군,77
46ad7da9d56b474cb02fba0c0c03b7c4,30대,남자,정보 시스템 운영자,동작구,97
46adac46843a4b868458b2a3be86786d,20대,여자,무직,경산시,99
46b6a561f5f548e19d98449830a4e91f,30대,여자,경·소형 화물차 운전원,부평구,99
46b8aeda34c8439d95f98775f4870720,30대,남자,경영 기획 사무원,여주시,85
46b8d15d845146078f62244ba56c57fd,20대,남자,그 외 교사,광주시,113
46b9773e304343d59c945c619d883ad4,30대,여자,상품 기획자,용인시 수지구,78
46bade3b9df64021849696f450d54aa4,30대,여자,전문 간호사,영등포구,85
46bbeb86dbfa4fd3b357da9dc838936b,20대,남자,무직,거제시,66
46be1dddbed94692abefb6b84d46d0ea,10대,여자,무직,광산구,87
46bf387495c14c6db8a4ae7be6616f70,20대,남자,육군 병사,남구,82
46bf8b059fad433aba7fb7492e56343c,20대,남자,무직,용인시 수지구,90
46bfd5008fdc48298b21c15cf12c0a59,20대,남자,무직,수원시 권선구,88
46c008ebb73d4766ac8ffaef809b61b2,30대,여자,무직,전주시 덕진구,87
46c0e5da362746aba3b623261118b0f9,20대,여자,해병대 부사관,파주시,87
46c1f15553f94e25a974e7b09497f47e,20대,여자,사무 보조원,중랑구,85
46c39cae1954412e97d80301bcc481a0,20대,여자,무직,완주군,76
46c433a94e6a43b9ae18eb371391a425,20대,여자,무직,강남구,95
46c87c8217924082a37b612d6e0bb095,30대,여자,무직,가평군,102
46c8c21ada45489b92c45d2a707e1e61,10대,여자,무직,서귀포시,87
46c8f40eaade408c8d80059c000d3662,10대,남자,무직,화성시,79
46c8f4bb39184a16941714d776b834ab,10대,남자,무직,강동구,79
46c9ae7f46404ea4bc36d2727e796c4e,20대,남자,전화 상담원,성동구,83
46ca4a7dd67242a989eb4f079fae1dd0,10대,남자,무직,창녕군,87
46ca4fdc6cb2435dada71f3b85b9843e,10대,여자,무직,청주시 흥덕구,88
46ca8101f4104cb78c07fc142f7e7ef9,20대,남자,가스 배관공,동구,74
46cbfa033a984dce9819156b1962da96,20대,남자,도로운송 사무원,북구,81
46cd0504d1824db39de62095011c47fc,30대,남자,경리 사무원,구로구,83
46ce4394f01049d6a5d026c1340bfccb,20대,여자,보육교사,기장군,81
46cec93179fb46b69df44c5233e6acb4,10대,여자,무직,경주시,90
46cec9ef91234cc9ba07659cdecc5d74,20대,여자,무직,익산시,76
46cef7ae5caa4494999c1d61f5539ef1,10대,여자,무직,북구,100
46cf2710173e4e79b6e84c25a5244fa0,20대,남자,"전직 그 외 공업기계 설치 및 정비원, 현재 구직중",목포시,80
46d029beea7c4fec988b4cef358d777f,20대,여자,보육교사,수원시 권선구,74
46d378126ad64963b8615e4288651c1b,10대,여자,무직,부평구,79
46d3ada553de4d86a56ea69e11200df7,20대,남자,무직,사상구,102
46d7e730d00546239817361e232b3599,20대,남자,무직,동대문구,89
46d854cdb54a493285f3afba137ba5a0,30대,남자,그 외 건설·전기 및 생산 관련 관리자,평택시,81
46db0b29714f4462aa093879e3704dc7,30대,여자,무직,송파구,67
46db972c3a124790b0b9afbff70f05ec,20대,남자,무직,남동구,71
46dd3f4b492046a2afa2e43724fefe05,20대,남자,무직,용인시 기흥구,78
46de01d0b3ab44a2aee3c7c27be540d9,20대,여자,무직,남구,91
46df3dde17b94e27b6f9cdc01531af83,20대,남자,무직,종로구,86
46df42750fb340febbf0fc8b9b25bc9b,10대,여자,무직,예산군,83
46df7e4e9add42759a3a6ce9bcc1f07e,30대,여자,사무 보조원,용인시 수지구,72
46dfd4130efd44719ec18d9da2d5fef7,10대,남자,무직,성남시 분당구,80
46e22fce62144855920f6039cb183a87,30대,남자,사회과학·경영 및 법학 교수,안양시 만안구,73
46e424f5df0048869c9b35c8cafdef04,30대,여자,무직,달서구,86
46e4de5d499b47518bd4e540d8bd447f,20대,여자,무직,용인시 수지구,89
46e58c80b61042e0890e008709fc1263,30대,남자,광고 및 홍보 사무원,오산시,97
46e63923b33244a89e31ef71173df78b,10대,남자,무직,수원시 영통구,89
46e67d9441ec4b928121c8e764639837,20대,남자,무직,고양시 덕양구,65
46e6bd6ad2f045838ebbde41769e3c43,20대,남자,일반 비서,춘천시,85
46e7afdd6674470d86b17e167265f464,20대,여자,일반 간호사,북구,100
46e7db3824ba41e2ab7d75c7d872365e,10대,남자,무직,거제시,74
